unweighted_fairness,weighted_fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues,seats,min_share_threshold
4.958,4.958,50000,1,1,proportional,0.05,2,5,349,0.04
3.537,3.528,50000,1,1,proportional,0.05,2,5,349,0.1
6.684,6.684,50000,1,1,proportional,0.05,2,5,736,0.0
5.169,5.143,50000,1,1,proportional,0.05,2,5,736,0.04
4.829,4.829,50000,1,1,proportional,0.05,2,5,736,0.1
6.403,6.403,50000,1,1,proportional,0.05,2,10,150,0.0
5.248,5.248,50000,1,1,proportional,0.05,2,10,150,0.04
3.63,3.629,50000,1,1,proportional,0.05,2,10,150,0.1
6.271,6.263,50000,1,1,proportional,0.05,2,10,179,0.0
5.126,5.123,50000,1,1,proportional,0.05,2,10,179,0.04
6.191,6.189,50000,1,1,proportional,0.05,2,10,179,0.1
7.129,7.127,50000,1,1,proportional,0.05,2,10,349,0.0
5.732,5.732,50000,1,1,proportional,0.05,2,10,349,0.04
6.831,6.827,50000,1,1,proportional,0.05,2,10,349,0.1
5.4,5.4,50000,1,1,proportional,0.05,2,10,736,0.0
5.979,5.979,50000,1,1,proportional,0.05,2,10,736,0.04
6.607,6.604,50000,1,1,proportional,0.05,2,10,736,0.1
6.263,6.262,50000,1,1,proportional,0.05,2,25,150,0.0
5.624,5.624,50000,1,1,proportional,0.05,2,25,150,0.04
5.712,5.712,50000,1,1,proportional,0.05,2,25,150,0.1
4.658,4.657,50000,1,1,proportional,0.05,2,25,179,0.0
6.291,6.291,50000,1,1,proportional,0.05,2,25,179,0.04
6.18,6.18,50000,1,1,proportional,0.05,2,25,179,0.1
5.608,5.608,50000,1,1,proportional,0.05,2,25,349,0.0
6.204,6.196,50000,1,1,proportional,0.05,2,25,349,0.04
5.11,5.109,50000,1,1,proportional,0.05,2,25,349,0.1
5.489,5.489,50000,1,1,proportional,0.05,2,25,736,0.0
5.195,5.195,50000,1,1,proportional,0.05,2,25,736,0.04
6.507,6.505,50000,1,1,proportional,0.05,2,25,736,0.1
5.194,5.089,50000,1,1,proportional,0.05,4,2,150,0.0
4.909,4.802,50000,1,1,proportional,0.05,4,2,150,0.04
3.312,3.288,50000,1,1,proportional,0.05,4,2,150,0.1
4.479,4.437,50000,1,1,proportional,0.05,4,2,179,0.0
1.653,1.645,50000,1,1,proportional,0.05,4,2,179,0.04
4.765,4.749,50000,1,1,proportional,0.05,4,2,179,0.1
6.093,6.033,50000,1,1,proportional,0.05,4,2,349,0.0
4.372,4.332,50000,1,1,proportional,0.05,4,2,349,0.04
3.562,3.55,50000,1,1,proportional,0.05,4,2,349,0.1
1.756,1.719,50000,1,1,proportional,0.05,4,2,736,0.0
4.512,4.484,50000,1,1,proportional,0.05,4,2,736,0.04
5.749,5.683,50000,1,1,proportional,0.05,4,2,736,0.1
5.672,5.675,50000,1,1,proportional,0.05,4,5,150,0.0
4.57,4.554,50000,1,1,proportional,0.05,4,5,150,0.04
7.138,7.138,50000,1,1,proportional,0.05,4,5,150,0.1
3.824,3.811,50000,1,1,proportional,0.05,4,5,179,0.0
6.642,6.629,50000,1,1,proportional,0.05,4,5,179,0.04
7.126,7.102,50000,1,1,proportional,0.05,4,5,179,0.1
1.712,1.708,50000,1,1,proportional,0.05,4,5,349,0.0
7.207,7.19,50000,1,1,proportional,0.05,4,5,349,0.04
6.772,6.757,50000,1,1,proportional,0.05,4,5,349,0.1
5.362,5.36,50000,1,1,proportional,0.05,4,5,736,0.0
5.263,5.262,50000,1,1,proportional,0.05,4,5,736,0.04
6.323,6.317,50000,1,1,proportional,0.05,4,5,736,0.1
6.517,6.514,50000,1,1,proportional,0.05,4,10,150,0.0
6.374,6.368,50000,1,1,proportional,0.05,4,10,150,0.04
6.03,6.026,50000,1,1,proportional,0.05,4,10,150,0.1
6.149,6.138,50000,1,1,proportional,0.05,4,10,179,0.0
5.16,5.151,50000,1,1,proportional,0.05,4,10,179,0.04
6.08,6.075,50000,1,1,proportional,0.05,4,10,179,0.1
6.574,6.571,50000,1,1,proportional,0.05,4,10,349,0.0
6.174,6.172,50000,1,1,proportional,0.05,4,10,349,0.04
5.088,5.085,50000,1,1,proportional,0.05,4,10,349,0.1
5.989,5.981,50000,1,1,proportional,0.05,4,10,736,0.0
4.677,4.67,50000,1,1,proportional,0.05,4,10,736,0.04
5.019,5.013,50000,1,1,proportional,0.05,4,10,736,0.1
6.376,6.377,50000,1,1,proportional,0.05,4,25,150,0.0
6.068,6.067,50000,1,1,proportional,0.05,4,25,150,0.04
6.098,6.094,50000,1,1,proportional,0.05,4,25,150,0.1
6.164,6.159,50000,1,1,proportional,0.05,4,25,179,0.0
5.504,5.504,50000,1,1,proportional,0.05,4,25,179,0.04
5.369,5.372,50000,1,1,proportional,0.05,4,25,179,0.1
5.352,5.349,50000,1,1,proportional,0.05,4,25,349,0.0
5.248,5.244,50000,1,1,proportional,0.05,4,25,349,0.04
6.359,6.357,50000,1,1,proportional,0.05,4,25,349,0.1
5.785,5.789,50000,1,1,proportional,0.05,4,25,736,0.0
5.057,5.059,50000,1,1,proportional,0.05,4,25,736,0.04
5.23,5.229,50000,1,1,proportional,0.05,4,25,736,0.1
5.472,5.142,50000,1,1,proportional,0.05,5,2,150,0.0
6.969,5.851,50000,1,1,proportional,0.05,5,2,150,0.04
5.92,5.487,50000,1,1,proportional,0.05,5,2,150,0.1
7.384,6.456,50000,1,1,proportional,0.05,5,2,179,0.0
6.931,5.447,50000,1,1,proportional,0.05,5,2,179,0.04
4.143,2.981,50000,1,1,proportional,0.05,5,2,179,0.1
3.486,2.655,50000,1,1,proportional,0.05,5,2,349,0.0
4.072,3.509,50000,1,1,proportional,0.05,5,2,349,0.04
6.847,5.984,50000,1,1,proportional,0.05,5,2,349,0.1
3.862,3.493,50000,1,1,proportional,0.05,5,2,736,0.0
6.375,5.879,50000,1,1,proportional,0.05,5,2,736,0.04
1.968,1.725,50000,1,1,proportional,0.05,5,2,736,0.1
4.802,4.798,50000,1,1,proportional,0.05,5,5,150,0.0
7.322,7.309,50000,1,1,proportional,0.05,5,5,150,0.04
5.184,5.187,50000,1,1,proportional,0.05,5,5,150,0.1
4.79,4.771,50000,1,1,proportional,0.05,5,5,179,0.0
5.219,5.206,50000,1,1,proportional,0.05,5,5,179,0.04
3.897,3.896,50000,1,1,proportional,0.05,5,5,179,0.1
5.633,5.619,50000,1,1,proportional,0.05,5,5,349,0.0
5.334,5.315,50000,1,1,proportional,0.05,5,5,349,0.04
5.252,5.256,50000,1,1,proportional,0.05,5,5,349,0.1
5.514,5.508,50000,1,1,proportional,0.05,5,5,736,0.0
2.989,2.982,50000,1,1,proportional,0.05,5,5,736,0.04
2.987,2.988,50000,1,1,proportional,0.05,5,5,736,0.1
4.837,4.834,50000,1,1,proportional,0.05,5,10,150,0.0
5.373,5.372,50000,1,1,proportional,0.05,5,10,150,0.04
5.24,5.238,50000,1,1,proportional,0.05,5,10,150,0.1
6.114,6.102,50000,1,1,proportional,0.05,5,10,179,0.0
5.613,5.618,50000,1,1,proportional,0.05,5,10,179,0.04
4.952,4.948,50000,1,1,proportional,0.05,5,10,179,0.1
4.977,4.974,50000,1,1,proportional,0.05,5,10,349,0.0
4.0,3.993,50000,1,1,proportional,0.05,5,10,349,0.04
4.904,4.901,50000,1,1,proportional,0.05,5,10,349,0.1
6.026,6.026,50000,1,1,proportional,0.05,5,10,736,0.0
5.622,5.614,50000,1,1,proportional,0.05,5,10,736,0.04
6.377,6.379,50000,1,1,proportional,0.05,5,10,736,0.1
6.172,6.17,50000,1,1,proportional,0.05,5,25,150,0.0
6.058,6.053,50000,1,1,proportional,0.05,5,25,150,0.04
5.817,5.813,50000,1,1,proportional,0.05,5,25,150,0.1
5.355,5.353,50000,1,1,proportional,0.05,5,25,179,0.0
6.005,6.005,50000,1,1,proportional,0.05,5,25,179,0.04
5.065,5.067,50000,1,1,proportional,0.05,5,25,179,0.1
5.169,5.167,50000,1,1,proportional,0.05,5,25,349,0.0
5.298,5.297,50000,1,1,proportional,0.05,5,25,349,0.04
5.716,5.718,50000,1,1,proportional,0.05,5,25,349,0.1
5.984,5.983,50000,1,1,proportional,0.05,5,25,736,0.0
6.237,6.233,50000,1,1,proportional,0.05,5,25,736,0.04
6.516,6.515,50000,1,1,proportional,0.05,5,25,736,0.1
3.372,2.534,50000,1,1,proportional,0.05,9,2,150,0.0
4.474,3.574,50000,1,1,proportional,0.05,9,2,150,0.04
3.741,3.114,50000,1,1,proportional,0.05,9,2,150,0.1
8.275,5.894,50000,1,1,proportional,0.05,9,2,179,0.0
3.227,2.423,50000,1,1,proportional,0.05,9,2,179,0.04
1.68,1.345,50000,1,1,proportional,0.05,9,2,179,0.1
3.725,2.945,50000,1,1,proportional,0.05,9,2,349,0.0
4.044,3.192,50000,1,1,proportional,0.05,9,2,349,0.04
2.701,2.226,50000,1,1,proportional,0.05,9,2,349,0.1
5.133,4.091,50000,1,1,proportional,0.05,9,2,736,0.0
4.239,3.187,50000,1,1,proportional,0.05,9,2,736,0.04
3.637,3.06,50000,1,1,proportional,0.05,9,2,736,0.1
4.837,4.781,50000,1,1,proportional,0.05,9,5,150,0.0
4.838,4.771,50000,1,1,proportional,0.05,9,5,150,0.04
6.154,6.052,50000,1,1,proportional,0.05,9,5,150,0.1
3.948,3.904,50000,1,1,proportional,0.05,9,5,179,0.0
4.618,4.592,50000,1,1,proportional,0.05,9,5,179,0.04
3.783,3.732,50000,1,1,proportional,0.05,9,5,179,0.1
4.186,4.141,50000,1,1,proportional,0.05,9,5,349,0.0
5.535,5.49,50000,1,1,proportional,0.05,9,5,349,0.04
4.452,4.408,50000,1,1,proportional,0.05,9,5,349,0.1
3.77,3.73,50000,1,1,proportional,0.05,9,5,736,0.0
5.013,4.97,50000,1,1,proportional,0.05,9,5,736,0.04
5.508,5.44,50000,1,1,proportional,0.05,9,5,736,0.1
5.002,4.997,50000,1,1,proportional,0.05,9,10,150,0.0
4.194,4.194,50000,1,1,proportional,0.05,9,10,150,0.04
5.734,5.732,50000,1,1,proportional,0.05,9,10,150,0.1
6.151,6.146,50000,1,1,proportional,0.05,9,10,179,0.0
5.871,5.864,50000,1,1,proportional,0.05,9,10,179,0.04
4.283,4.274,50000,1,1,proportional,0.05,9,10,179,0.1
6.109,6.098,50000,1,1,proportional,0.05,9,10,349,0.0
5.434,5.428,50000,1,1,proportional,0.05,9,10,349,0.04
5.58,5.566,50000,1,1,proportional,0.05,9,10,349,0.1
5.53,5.531,50000,1,1,proportional,0.05,9,10,736,0.0
6.822,6.81,50000,1,1,proportional,0.05,9,10,736,0.04
6.408,6.405,50000,1,1,proportional,0.05,9,10,736,0.1
6.835,6.836,50000,1,1,proportional,0.05,9,25,150,0.0
5.722,5.722,50000,1,1,proportional,0.05,9,25,150,0.04
5.663,5.66,50000,1,1,proportional,0.05,9,25,150,0.1
5.643,5.638,50000,1,1,proportional,0.05,9,25,179,0.0
5.558,5.556,50000,1,1,proportional,0.05,9,25,179,0.04
5.803,5.797,50000,1,1,proportional,0.05,9,25,179,0.1
5.199,5.2,50000,1,1,proportional,0.05,9,25,349,0.0
5.197,5.189,50000,1,1,proportional,0.05,9,25,349,0.04
5.832,5.83,50000,1,1,proportional,0.05,9,25,349,0.1
5.556,5.554,50000,1,1,proportional,0.05,9,25,736,0.0
5.324,5.32,50000,1,1,proportional,0.05,9,25,736,0.04
5.372,5.371,50000,1,1,proportional,0.05,9,25,736,0.1
3.736,3.736,50000,1,2,proportional,0.0,2,2,150,0.0
3.766,3.766,50000,1,2,proportional,0.0,2,2,150,0.04
1.367,1.367,50000,1,2,proportional,0.0,2,2,150,0.1
3.538,3.538,50000,1,2,proportional,0.0,2,2,179,0.0
2.96,2.96,50000,1,2,proportional,0.0,2,2,179,0.04
2.875,2.875,50000,1,2,proportional,0.0,2,2,179,0.1
1.863,1.863,50000,1,2,proportional,0.0,2,2,349,0.0
3.835,3.835,50000,1,2,proportional,0.0,2,2,349,0.04
2.609,2.586,50000,1,2,proportional,0.0,2,2,349,0.1
1.518,1.518,50000,1,2,proportional,0.0,2,2,736,0.0
2.551,2.535,50000,1,2,proportional,0.0,2,2,736,0.04
1.348,1.333,50000,1,2,proportional,0.0,2,2,736,0.1
2.893,2.891,50000,1,2,proportional,0.0,2,5,150,0.0
3.562,3.562,50000,1,2,proportional,0.0,2,5,150,0.04
2.463,2.463,50000,1,2,proportional,0.0,2,5,150,0.1
3.135,3.124,50000,1,2,proportional,0.0,2,5,179,0.0
2.69,2.688,50000,1,2,proportional,0.0,2,5,179,0.04
2.859,2.859,50000,1,2,proportional,0.0,2,5,179,0.1
3.013,3.012,50000,1,2,proportional,0.0,2,5,349,0.0
2.732,2.732,50000,1,2,proportional,0.0,2,5,349,0.04
2.023,2.014,50000,1,2,proportional,0.0,2,5,349,0.1
1.772,1.77,50000,1,2,proportional,0.0,2,5,736,0.0
2.068,2.068,50000,1,2,proportional,0.0,2,5,736,0.04
2.807,2.799,50000,1,2,proportional,0.0,2,5,736,0.1
3.146,3.145,50000,1,2,proportional,0.0,2,10,150,0.0
3.124,3.123,50000,1,2,proportional,0.0,2,10,150,0.04
3.282,3.277,50000,1,2,proportional,0.0,2,10,150,0.1
3.466,3.466,50000,1,2,proportional,0.0,2,10,179,0.0
3.329,3.329,50000,1,2,proportional,0.0,2,10,179,0.04
3.247,3.247,50000,1,2,proportional,0.0,2,10,179,0.1
3.666,3.666,50000,1,2,proportional,0.0,2,10,349,0.0
2.883,2.881,50000,1,2,proportional,0.0,2,10,349,0.04
3.255,3.255,50000,1,2,proportional,0.0,2,10,349,0.1
2.829,2.829,50000,1,2,proportional,0.0,2,10,736,0.0
2.999,2.998,50000,1,2,proportional,0.0,2,10,736,0.04
2.868,2.868,50000,1,2,proportional,0.0,2,10,736,0.1
3.263,3.263,50000,1,2,proportional,0.0,2,25,150,0.0
3.026,3.026,50000,1,2,proportional,0.0,2,25,150,0.04
3.114,3.112,50000,1,2,proportional,0.0,2,25,150,0.1
3.194,3.194,50000,1,2,proportional,0.0,2,25,179,0.0
2.734,2.734,50000,1,2,proportional,0.0,2,25,179,0.04
2.969,2.969,50000,1,2,proportional,0.0,2,25,179,0.1
2.926,2.925,50000,1,2,proportional,0.0,2,25,349,0.0
2.892,2.89,50000,1,2,proportional,0.0,2,25,349,0.04
2.974,2.973,50000,1,2,proportional,0.0,2,25,349,0.1
2.801,2.801,50000,1,2,proportional,0.0,2,25,736,0.0
2.614,2.614,50000,1,2,proportional,0.0,2,25,736,0.04
3.225,3.225,50000,1,2,proportional,0.0,2,25,736,0.1
1.963,1.908,50000,1,2,proportional,0.0,4,2,150,0.0
1.678,1.6,50000,1,2,proportional,0.0,4,2,150,0.04
2.071,2.005,50000,1,2,proportional,0.0,4,2,150,0.1
2.599,2.59,50000,1,2,proportional,0.0,4,2,179,0.0
1.863,1.824,50000,1,2,proportional,0.0,4,2,179,0.04
2.261,2.248,50000,1,2,proportional,0.0,4,2,179,0.1
1.461,1.421,50000,1,2,proportional,0.0,4,2,349,0.0
3.466,3.427,50000,1,2,proportional,0.0,4,2,349,0.04
1.409,1.355,50000,1,2,proportional,0.0,4,2,349,0.1
1.254,1.203,50000,1,2,proportional,0.0,4,2,736,0.0
1.94,1.911,50000,1,2,proportional,0.0,4,2,736,0.04
1.019,1.012,50000,1,2,proportional,0.0,4,2,736,0.1
2.709,2.695,50000,1,2,proportional,0.0,4,5,150,0.0
3.708,3.698,50000,1,2,proportional,0.0,4,5,150,0.04
1.362,1.36,50000,1,2,proportional,0.0,4,5,150,0.1
2.07,2.068,50000,1,2,proportional,0.0,4,5,179,0.0
3.208,3.207,50000,1,2,proportional,0.0,4,5,179,0.04
2.942,2.934,50000,1,2,proportional,0.0,4,5,179,0.1
2.294,2.291,50000,1,2,proportional,0.0,4,5,349,0.0
2.276,2.272,50000,1,2,proportional,0.0,4,5,349,0.04
2.87,2.867,50000,1,2,proportional,0.0,4,5,349,0.1
2.336,2.335,50000,1,2,proportional,0.0,4,5,736,0.0
2.708,2.707,50000,1,2,proportional,0.0,4,5,736,0.04
3.672,3.668,50000,1,2,proportional,0.0,4,5,736,0.1
3.234,3.234,50000,1,2,proportional,0.0,4,10,150,0.0
3.357,3.354,50000,1,2,proportional,0.0,4,10,150,0.04
1.824,1.823,50000,1,2,proportional,0.0,4,10,150,0.1
3.491,3.488,50000,1,2,proportional,0.0,4,10,179,0.0
2.626,2.625,50000,1,2,proportional,0.0,4,10,179,0.04
3.373,3.372,50000,1,2,proportional,0.0,4,10,179,0.1
2.891,2.892,50000,1,2,proportional,0.0,4,10,349,0.0
3.359,3.358,50000,1,2,proportional,0.0,4,10,349,0.04
2.801,2.8,50000,1,2,proportional,0.0,4,10,349,0.1
2.86,2.859,50000,1,2,proportional,0.0,4,10,736,0.0
3.015,3.011,50000,1,2,proportional,0.0,4,10,736,0.04
2.7,2.698,50000,1,2,proportional,0.0,4,10,736,0.1
3.134,3.134,50000,1,2,proportional,0.0,4,25,150,0.0
3.08,3.079,50000,1,2,proportional,0.0,4,25,150,0.04
2.99,2.989,50000,1,2,proportional,0.0,4,25,150,0.1
3.222,3.222,50000,1,2,proportional,0.0,4,25,179,0.0
3.263,3.262,50000,1,2,proportional,0.0,4,25,179,0.04
2.743,2.741,50000,1,2,proportional,0.0,4,25,179,0.1
2.615,2.615,50000,1,2,proportional,0.0,4,25,349,0.0
2.812,2.812,50000,1,2,proportional,0.0,4,25,349,0.04
2.806,2.805,50000,1,2,proportional,0.0,4,25,349,0.1
3.034,3.034,50000,1,2,proportional,0.0,4,25,736,0.0
2.938,2.938,50000,1,2,proportional,0.0,4,25,736,0.04
2.881,2.879,50000,1,2,proportional,0.0,4,25,736,0.1
2.017,1.77,50000,1,2,proportional,0.0,5,2,150,0.0
1.611,1.441,50000,1,2,proportional,0.0,5,2,150,0.04
2.548,2.311,50000,1,2,proportional,0.0,5,2,150,0.1
3.409,2.456,50000,1,2,proportional,0.0,5,2,179,0.0
3.229,2.454,50000,1,2,proportional,0.0,5,2,179,0.04
3.58,3.166,50000,1,2,proportional,0.0,5,2,179,0.1
1.901,1.403,50000,1,2,proportional,0.0,5,2,349,0.0
4.071,3.117,50000,1,2,proportional,0.0,5,2,349,0.04
1.181,0.958,50000,1,2,proportional,0.0,5,2,349,0.1
2.789,2.185,50000,1,2,proportional,0.0,5,2,736,0.0
2.71,2.448,50000,1,2,proportional,0.0,5,2,736,0.04
1.797,1.67,50000,1,2,proportional,0.0,5,2,736,0.1
2.146,2.143,50000,1,2,proportional,0.0,5,5,150,0.0
3.437,3.424,50000,1,2,proportional,0.0,5,5,150,0.04
1.896,1.898,50000,1,2,proportional,0.0,5,5,150,0.1
2.81,2.805,50000,1,2,proportional,0.0,5,5,179,0.0
2.758,2.75,50000,1,2,proportional,0.0,5,5,179,0.04
3.135,3.124,50000,1,2,proportional,0.0,5,5,179,0.1
2.905,2.9,50000,1,2,proportional,0.0,5,5,349,0.0
2.758,2.756,50000,1,2,proportional,0.0,5,5,349,0.04
2.953,2.936,50000,1,2,proportional,0.0,5,5,349,0.1
1.87,1.868,50000,1,2,proportional,0.0,5,5,736,0.0
3.439,3.428,50000,1,2,proportional,0.0,5,5,736,0.04
3.166,3.166,50000,1,2,proportional,0.0,5,5,736,0.1
2.216,2.212,50000,1,2,proportional,0.0,5,10,150,0.0
2.907,2.907,50000,1,2,proportional,0.0,5,10,150,0.04
3.408,3.409,50000,1,2,proportional,0.0,5,10,150,0.1
3.03,3.03,50000,1,2,proportional,0.0,5,10,179,0.0
2.849,2.845,50000,1,2,proportional,0.0,5,10,179,0.04
3.046,3.043,50000,1,2,proportional,0.0,5,10,179,0.1
2.701,2.699,50000,1,2,proportional,0.0,5,10,349,0.0
2.69,2.688,50000,1,2,proportional,0.0,5,10,349,0.04
3.106,3.099,50000,1,2,proportional,0.0,5,10,349,0.1
2.98,2.979,50000,1,2,proportional,0.0,5,10,736,0.0
2.661,2.66,50000,1,2,proportional,0.0,5,10,736,0.04
2.949,2.947,50000,1,2,proportional,0.0,5,10,736,0.1
3.085,3.084,50000,1,2,proportional,0.0,5,25,150,0.0
2.772,2.772,50000,1,2,proportional,0.0,5,25,150,0.04
3.12,3.119,50000,1,2,proportional,0.0,5,25,150,0.1
2.848,2.847,50000,1,2,proportional,0.0,5,25,179,0.0
3.004,3.003,50000,1,2,proportional,0.0,5,25,179,0.04
3.119,3.12,50000,1,2,proportional,0.0,5,25,179,0.1
2.655,2.655,50000,1,2,proportional,0.0,5,25,349,0.0
2.706,2.705,50000,1,2,proportional,0.0,5,25,349,0.04
3.079,3.079,50000,1,2,proportional,0.0,5,25,349,0.1
2.596,2.594,50000,1,2,proportional,0.0,5,25,736,0.0
2.689,2.69,50000,1,2,proportional,0.0,5,25,736,0.04
3.044,3.043,50000,1,2,proportional,0.0,5,25,736,0.1
4.008,3.002,50000,1,2,proportional,0.0,9,2,150,0.0
3.025,2.538,50000,1,2,proportional,0.0,9,2,150,0.04
2.869,2.413,50000,1,2,proportional,0.0,9,2,150,0.1
1.194,0.962,50000,1,2,proportional,0.0,9,2,179,0.0
3.767,2.801,50000,1,2,proportional,0.0,9,2,179,0.04
2.71,2.283,50000,1,2,proportional,0.0,9,2,179,0.1
2.677,2.008,50000,1,2,proportional,0.0,9,2,349,0.0
2.75,2.045,50000,1,2,proportional,0.0,9,2,349,0.04
1.201,1.154,50000,1,2,proportional,0.0,9,2,349,0.1
2.454,1.9,50000,1,2,proportional,0.0,9,2,736,0.0
4.725,3.578,50000,1,2,proportional,0.0,9,2,736,0.04
3.633,2.942,50000,1,2,proportional,0.0,9,2,736,0.1
3.129,3.109,50000,1,2,proportional,0.0,9,5,150,0.0
1.859,1.841,50000,1,2,proportional,0.0,9,5,150,0.04
1.85,1.824,50000,1,2,proportional,0.0,9,5,150,0.1
2.068,2.038,50000,1,2,proportional,0.0,9,5,179,0.0
2.46,2.443,50000,1,2,proportional,0.0,9,5,179,0.04
3.53,3.498,50000,1,2,proportional,0.0,9,5,179,0.1
2.146,2.125,50000,1,2,proportional,0.0,9,5,349,0.0
1.798,1.78,50000,1,2,proportional,0.0,9,5,349,0.04
2.641,2.613,50000,1,2,proportional,0.0,9,5,349,0.1
2.788,2.774,50000,1,2,proportional,0.0,9,5,736,0.0
2.952,2.913,50000,1,2,proportional,0.0,9,5,736,0.04
2.552,2.522,50000,1,2,proportional,0.0,9,5,736,0.1
3.036,3.034,50000,1,2,proportional,0.0,9,10,150,0.0
2.52,2.517,50000,1,2,proportional,0.0,9,10,150,0.04
2.967,2.962,50000,1,2,proportional,0.0,9,10,150,0.1
2.501,2.496,50000,1,2,proportional,0.0,9,10,179,0.0
2.381,2.376,50000,1,2,proportional,0.0,9,10,179,0.04
2.577,2.577,50000,1,2,proportional,0.0,9,10,179,0.1
2.982,2.981,50000,1,2,proportional,0.0,9,10,349,0.0
2.683,2.681,50000,1,2,proportional,0.0,9,10,349,0.04
2.81,2.812,50000,1,2,proportional,0.0,9,10,349,0.1
2.868,2.867,50000,1,2,proportional,0.0,9,10,736,0.0
2.746,2.751,50000,1,2,proportional,0.0,9,10,736,0.04
2.875,2.869,50000,1,2,proportional,0.0,9,10,736,0.1
3.098,3.095,50000,1,2,proportional,0.0,9,25,150,0.0
3.102,3.098,50000,1,2,proportional,0.0,9,25,150,0.04
2.974,2.972,50000,1,2,proportional,0.0,9,25,150,0.1
3.18,3.18,50000,1,2,proportional,0.0,9,25,179,0.0
3.277,3.274,50000,1,2,proportional,0.0,9,25,179,0.04
2.983,2.979,50000,1,2,proportional,0.0,9,25,179,0.1
2.621,2.619,50000,1,2,proportional,0.0,9,25,349,0.0
2.432,2.432,50000,1,2,proportional,0.0,9,25,349,0.04
2.89,2.891,50000,1,2,proportional,0.0,9,25,349,0.1
2.786,2.785,50000,1,2,proportional,0.0,9,25,736,0.0
2.935,2.932,50000,1,2,proportional,0.0,9,25,736,0.04
2.401,2.401,50000,1,2,proportional,0.0,9,25,736,0.1
2.865,2.832,50000,1,2,proportional,0.01,2,2,150,0.0
2.317,2.317,50000,1,2,proportional,0.01,2,2,150,0.04
3.721,3.703,50000,1,2,proportional,0.01,2,2,150,0.1
1.854,1.854,50000,1,2,proportional,0.01,2,2,179,0.0
3.102,3.083,50000,1,2,proportional,0.01,2,2,179,0.04
2.122,2.118,50000,1,2,proportional,0.01,2,2,179,0.1
3.348,3.348,50000,1,2,proportional,0.01,2,2,349,0.0
2.46,2.458,50000,1,2,proportional,0.01,2,2,349,0.04
1.513,1.513,50000,1,2,proportional,0.01,2,2,349,0.1
3.227,3.217,50000,1,2,proportional,0.01,2,2,736,0.0
1.993,1.993,50000,1,2,proportional,0.01,2,2,736,0.04
2.588,2.577,50000,1,2,proportional,0.01,2,2,736,0.1
1.925,1.925,50000,1,2,proportional,0.01,2,5,150,0.0
3.139,3.133,50000,1,2,proportional,0.01,2,5,150,0.04
3.059,3.047,50000,1,2,proportional,0.01,2,5,150,0.1
2.734,2.733,50000,1,2,proportional,0.01,2,5,179,0.0
3.03,3.03,50000,1,2,proportional,0.01,2,5,179,0.04
3.484,3.482,50000,1,2,proportional,0.01,2,5,179,0.1
2.882,2.88,50000,1,2,proportional,0.01,2,5,349,0.0
2.551,2.551,50000,1,2,proportional,0.01,2,5,349,0.04
2.977,2.971,50000,1,2,proportional,0.01,2,5,349,0.1
3.015,3.015,50000,1,2,proportional,0.01,2,5,736,0.0
2.288,2.288,50000,1,2,proportional,0.01,2,5,736,0.04
2.415,2.411,50000,1,2,proportional,0.01,2,5,736,0.1
2.686,2.686,50000,1,2,proportional,0.01,2,10,150,0.0
3.302,3.302,50000,1,2,proportional,0.01,2,10,150,0.04
2.73,2.726,50000,1,2,proportional,0.01,2,10,150,0.1
2.397,2.397,50000,1,2,proportional,0.01,2,10,179,0.0
2.708,2.707,50000,1,2,proportional,0.01,2,10,179,0.04
3.58,3.575,50000,1,2,proportional,0.01,2,10,179,0.1
3.188,3.188,50000,1,2,proportional,0.01,2,10,349,0.0
2.932,2.928,50000,1,2,proportional,0.01,2,10,349,0.04
3.342,3.338,50000,1,2,proportional,0.01,2,10,349,0.1
3.177,3.173,50000,1,2,proportional,0.01,2,10,736,0.0
2.974,2.972,50000,1,2,proportional,0.01,2,10,736,0.04
2.745,2.743,50000,1,2,proportional,0.01,2,10,736,0.1
3.256,3.256,50000,1,2,proportional,0.01,2,25,150,0.0
3.238,3.238,50000,1,2,proportional,0.01,2,25,150,0.04
3.073,3.073,50000,1,2,proportional,0.01,2,25,150,0.1
3.322,3.322,50000,1,2,proportional,0.01,2,25,179,0.0
2.984,2.984,50000,1,2,proportional,0.01,2,25,179,0.04
3.247,3.246,50000,1,2,proportional,0.01,2,25,179,0.1
3.108,3.106,50000,1,2,proportional,0.01,2,25,349,0.0
2.743,2.742,50000,1,2,proportional,0.01,2,25,349,0.04
3.005,3.004,50000,1,2,proportional,0.01,2,25,349,0.1
2.977,2.977,50000,1,2,proportional,0.01,2,25,736,0.0
2.817,2.817,50000,1,2,proportional,0.01,2,25,736,0.04
3.549,3.549,50000,1,2,proportional,0.01,2,25,736,0.1
1.767,1.748,50000,1,2,proportional,0.01,4,2,150,0.0
1.722,1.695,50000,1,2,proportional,0.01,4,2,150,0.04
1.977,1.914,50000,1,2,proportional,0.01,4,2,150,0.1
2.639,2.573,50000,1,2,proportional,0.01,4,2,179,0.0
2.596,2.575,50000,1,2,proportional,0.01,4,2,179,0.04
3.081,2.967,50000,1,2,proportional,0.01,4,2,179,0.1
3.145,3.131,50000,1,2,proportional,0.01,4,2,349,0.0
2.263,2.2,50000,1,2,proportional,0.01,4,2,349,0.04
1.616,1.594,50000,1,2,proportional,0.01,4,2,349,0.1
